published,category,kicker,title,description,matched_groups,matched_terms,url,local_digest
2020-02-24,Biology,Abstractions blog,"In Brain Waves, Scientists See Neurons Juggle Possible Futures","Faced with a decision, the brain weighs its options by bundling them into rapidly alternating cycles of brain waves.",flow_transport_waves,wave;waves,https://www.quantamagazine.org/in-brain-waves-scientists-see-neurons-juggle-possible-futures-20200224/,
2020-02-19,Mathematics,combinatorics,Rainbow Proof Shows Graphs Have Uniform Parts,Mathematicians have proved that copies of smaller graphs can always be used to perfectly cover larger ones.,networks_graphs_connectivity,graph;graphs,https://www.quantamagazine.org/mathematicians-prove-ringels-graph-theory-conjecture-20200219/,
2020-02-18,Mathematics,The Joy of x,Corina Tarnita and the Deep Mathematics of Social Insects,The mathematical biologist Corina Tarnita explains to host Steven Strogatz how quantitative modeling solved the mystery of fairy circles.,ai_prediction_representation,model,https://www.quantamagazine.org/corina-tarnita-and-the-deep-mathematics-of-social-insects-20200218/,
2020-02-11,Biology,immunology,Immune Cell Assassins Reveal Their Nurturing Side,Don’t be misled by the bloodthirsty names of immune cells. Mounting research shows that the cells also fine-tune tissues and help the body heal.,collective_biological_systems,cell;cells,https://www.quantamagazine.org/immune-cell-assassins-reveal-their-nurturing-side-20200211/,
2020-02-05,Mathematics,fluid dynamics,The Grand Unified Theory of Rogue Waves,Rogue waves — enigmatic giants of the sea — were thought to be caused by two different mechanisms. But a new idea that borrows from the hinterlands of probability theory has the potential to predict them all.,flow_transport_waves;collective_biological_systems;randomness_statistical_physics;ai_prediction_representation,ants;fluid;predict;probability;wave;waves,https://www.quantamagazine.org/the-grand-unified-theory-of-rogue-waves-20200205/,
2020-02-04,Mathematics,fluid dynamics,Mathematicians Prove Universal Law of Turbulence,"By exploiting randomness, three mathematicians have proved an elegant law that underlies the chaotic motion of turbulent systems.",flow_transport_waves;randomness_statistical_physics,fluid;random;randomness;turbulence,https://www.quantamagazine.org/mathematicians-prove-universal-law-of-turbulence-20200204/,
2020-01-30,Computer Science,artificial intelligence,Artificial Intelligence Will Do What We Ask. That’s a Problem.,"By teaching machines to understand our true desires, one scientist hopes to avoid the potentially disastrous consequences of having them do what we command.",ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/artificial-intelligence-will-do-what-we-ask-thats-a-problem-20200130/,
2020-01-28,Uncategorized,Abstractions blog,How Ancient Light Reveals the Universe’s Contents,"A photograph of the infant cosmos reveals the precise amounts of dark matter and dark energy in the universe, leaving precious little room for argument.",networks_graphs_connectivity,graph,https://www.quantamagazine.org/how-ancient-light-reveals-the-universes-contents-20200128/,
2020-01-27,Biology,Abstractions blog,"Glial Brain Cells, Long in Neurons’ Shadow, Reveal Hidden Powers","The glial cells of the nervous system have been eclipsed in importance by neurons for decades. But glia are turning out to be central to many neurological functions, including pain perception.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/glial-brain-cells-long-in-neurons-shadow-reveal-hidden-powers-20200127/,
2020-01-21,Computer Science,Abstractions blog,How Pi Connects Colliding Blocks to a Quantum Search Algorithm,A curious physicist has discovered an unexpected link between theoretical block collisions and a famed quantum search algorithm.,networks_graphs_connectivity,connect,https://www.quantamagazine.org/how-pi-connects-colliding-blocks-to-a-quantum-search-algorithm-20200121/,
2020-01-16,Physics,climate science,The Voyage to the End of Ice,"Summer sea ice could vanish later this decade, with disastrous consequences. It all depends on the physics of ice.",flow_transport_waves,climate,https://www.quantamagazine.org/the-voyage-to-the-end-of-ice-20200116/,
2020-01-14,Biology,neuroscience,Hidden Computational Power Found in the Arms of Neurons,The dendritic arms of some human neurons can perform logic operations that once seemed to require whole neural networks.,networks_graphs_connectivity;ai_prediction_representation,network;networks;neural network;neural networks,https://www.quantamagazine.org/neural-dendrites-reveal-their-computational-power-20200114/,
2020-01-13,Mathematics,Abstractions blog,"For Fluid Equations, a Steady Flow of Progress",A startling experimental discovery about how fluids behave started a wave of important mathematical proofs.,flow_transport_waves,flow;fluid;fluids;wave,https://www.quantamagazine.org/for-fluid-equations-a-steady-flow-of-progress-20200113/,
2020-01-09,Computer Science,artificial intelligence,An Idea From Physics Helps AI See in Higher Dimensions,The laws of physics stay the same no matter one’s perspective. Now this idea is allowing computers to detect features in curved and higher-dimensional space.,ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/an-idea-from-physics-helps-ai-see-in-higher-dimensions-20200109/,
2020-01-08,Mathematics,Quantized Academy,How Simple Math Can Cover Even the Most Complex Holes,No one knows how to find the smallest shape that can cover all other shapes of a certain width. But high school geometry is getting us closer to an answer.,complex_systems_emergence,complex,https://www.quantamagazine.org/how-simple-math-can-cover-even-the-most-complex-holes-20200108/,
2020-01-07,Uncategorized,geophysics,Continents of the Underworld Come Into Focus,Giant blobs nestled deep in the Earth may influence everything from the structure of island chains to mass-extinction events.,flow_transport_waves,geophysics,https://www.quantamagazine.org/continents-of-the-underworld-come-into-focus-20200107/,
2020-01-06,Biology,Abstractions blog,Biodiversity Alters Strategies of Bacterial Evolution,"In evolution, context is everything: Bacteria with neighbors evolve to rebuff viruses in a different way.",collective_biological_systems,bacteria;evolution,https://www.quantamagazine.org/biodiversity-alters-strategies-of-bacterial-evolution-20200106/,
2020-01-02,Biology,Abstractions blog,Unscrambled Eggs: Self-Organization Restores Cells’ Order,"To scientists’ surprise, blended mixtures of cytoplasm can reorganize themselves into cell-like compartments with working structural components.",complex_systems_emergence;collective_biological_systems,cell;cells;order;self-organization,https://www.quantamagazine.org/unscrambled-eggs-self-organization-restores-cells-order-20200102/,
2019-12-23,Physics,2019 in Review,The Year in Physics,"Physicists saw a black hole for the first time, debated the expansion rate of the universe, pondered the origin of time and modeled the end of clouds.",flow_transport_waves;ai_prediction_representation,cloud;model,https://www.quantamagazine.org/the-year-in-physics-20191223/,
2019-12-23,Computer Science,2019 in Review,The Year in Biology,"Researchers explored the zone between life and death, charted the mind’s system for arranging ideas and memories and learned how life’s complexity emerged.",complex_systems_emergence,complex;complexity,https://www.quantamagazine.org/quantas-year-in-biology-2019-20191223/,
2019-12-23,Computer Science,2019 in Review,The Year in Math and Computer Science,"Mathematicians and computer scientists made big progress in number theory, graph theory, machine learning and quantum computing, even as they reexamined our fundamental understanding of mathematics and neural networks.",networks_graphs_connectivity;ai_prediction_representation,graph;machine learning;network;networks;neural network;neural networks,https://www.quantamagazine.org/quantas-year-in-math-and-computer-science-2019-20191223/,
2019-12-18,Mathematics,fluid dynamics,Famous Fluid Equations Spring a Leak,Researchers have spent centuries looking for a scenario in which the Euler fluid equations fail. Now a mathematician has finally found one.,flow_transport_waves,fluid,https://www.quantamagazine.org/famous-fluid-equations-spring-a-leak-20191218/,
2019-12-16,Biology,Abstractions blog,Sleeping Brain Waves Draw a Healthy Bath for Neurons,"An organized tide of brain waves, blood and spinal fluid pulsing through a sleeping brain may flush away neural toxins that cause Alzheimer’s and other diseases.",flow_transport_waves;human_social_mobility_proxy,disease;fluid;wave;waves,https://www.quantamagazine.org/sleeping-brain-waves-draw-a-healthy-bath-for-neurons-20191216/,
2019-12-10,Computer Science,behavior,"To Decode the Brain, Scientists Automate the Study of Behavior",Machine learning and deep neural networks can capture and analyze the “language” of animal behavior in ways that go beyond what’s humanly possible.,networks_graphs_connectivity;ai_prediction_representation,machine learning;network;networks;neural network;neural networks,https://www.quantamagazine.org/to-decode-the-brain-scientists-automate-the-study-of-behavior-20191210/,
2019-12-03,Biology,Quantized Columns,How to Permanently End Diseases,"Smallpox was eradicated relatively quickly, but other diseases have proved harder to eliminate. The reasons are a mix of biology and psychology.",human_social_mobility_proxy,disease,https://www.quantamagazine.org/why-smallpox-is-no-more-but-polio-and-other-diseases-persist-20191203/,
2019-11-26,Biology,aging,Longevity Linked to Proteins That Calm Overexcited Neurons,New research makes a molecular connection between the brain and aging — and shows that overactive neurons can shorten life span.,networks_graphs_connectivity,connect,https://www.quantamagazine.org/longevity-linked-to-proteins-that-calm-overexcited-neurons-20191126/,
2019-11-22,Uncategorized,Insights puzzle,Solution: ‘Randomness From Determinism’,Readers’ modifications of a bean machine showed how deterministic laws are capable of producing random-seeming behavior.,randomness_statistical_physics,random;randomness,https://www.quantamagazine.org/solution-randomness-from-determinism-20191122/,
2019-11-18,Computer Science,artificial intelligence,"Playing Hide-and-Seek, Machines Invent New Tools","After millions of games, machine learning algorithms found creative solutions and unexpected new strategies that could transfer to the real world.",ai_prediction_representation,artificial intelligence;machine learning,https://www.quantamagazine.org/playing-hide-and-seek-machines-invent-new-tools-20191118/,
2019-11-15,Biology,immunology,Cells That ‘Taste’ Danger Set Off Immune Responses,Taste and smell receptors in unexpected organs monitor the state of the body’s natural microbial health and raise an alarm over invading parasites.,collective_biological_systems,cell;cells;microbial,https://www.quantamagazine.org/tuft-cells-that-taste-danger-set-off-immune-responses-20191115/,
2019-11-12,Mathematics,Abstractions blog,Mathematicians Calculate How Randomness Creeps In,Mathematicians have figured out exactly how many moves it takes to randomize a 15 puzzle.,randomness_statistical_physics,random;randomness,https://www.quantamagazine.org/mathematicians-calculate-how-randomness-creeps-in-20191112/,
2019-11-06,Computer Science,artificial intelligence,Computers Evolve a New Path Toward Human Intelligence,"By ignoring their goals, evolutionary algorithms have solved longstanding challenges in artificial intelligence.",collective_biological_systems;ai_prediction_representation,artificial intelligence;evolution,https://www.quantamagazine.org/computers-evolve-a-new-path-toward-human-intelligence-20191106/,
2019-10-24,Biology,neuroscience,Dueling Brain Waves Anchor or Erase Learning During Sleep,"While we sleep, one kind of slow brain wave helps to reinforce memories, but a competing wave weakens them.",flow_transport_waves,wave;waves,https://www.quantamagazine.org/dueling-brain-waves-anchor-or-erase-learning-during-sleep-20191024/,
2019-10-21,Mathematics,Abstractions blog,Mathematicians Begin to Tame Wild ‘Sunflower’ Problem,A major advance toward solving the 60-year-old sunflower conjecture is shedding light on how order begins to appear as random systems grow in size.,flow_transport_waves;complex_systems_emergence;randomness_statistical_physics,flow;order;random,https://www.quantamagazine.org/mathematicians-begin-to-tame-wild-sunflower-problem-20191021/,
2019-10-17,Computer Science,artificial intelligence,Machines Beat Humans on a Reading Test. But Do They Understand?,A tool known as BERT can now beat humans on advanced reading-comprehension tests. But it's also revealed how far AI has to go.,ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/machines-beat-humans-on-a-reading-test-but-do-they-understand-20191017/,
2019-10-14,Uncategorized,Insights puzzle,How Randomness Can Arise From Determinism,"Playing with a simple bean machine illustrates how deterministic laws can produce probabilistic, random-seeming behavior.",randomness_statistical_physics,random;randomness,https://www.quantamagazine.org/how-randomness-can-arise-from-determinism-20191014/,
2019-10-07,Biology,Abstractions blog,Nobel Prize Awarded for Discoveries on How Cells Adapt to Oxygen,"The 2019 Nobel Prize in Physiology or Medicine honored William Kaelin Jr., Peter Ratcliffe and Gregg Semenza for their work on elucidating how cells adjust to low oxygen levels.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/nobel-prize-awarded-for-cells-adaptations-to-oxygen-20191007/,
2019-10-03,Biology,evolution,Cell-Bacteria Mergers Offer Clues to How Organelles Evolved,"Cells in symbiotic partnership, sometimes nested one within the other and functioning like organelles, can borrow from their host’s genes to complete their own metabolic pathways.",collective_biological_systems,bacteria;cell;cells;evolution,https://www.quantamagazine.org/cell-bacteria-mergers-offer-clues-to-how-organelles-evolved-20191003/,
2019-10-01,Biology,ecology,How Jurassic Plankton Stole Control of the Ocean’s Chemistry,"Only 170 million years ago, new plankton evolved. Their demand for carbon and calcium permanently transformed the seas as homes for life.",flow_transport_waves;collective_biological_systems,ecology;ocean,https://www.quantamagazine.org/how-jurassic-plankton-stole-control-of-the-oceans-chemistry-20191001/,
2019-09-27,Uncategorized,Insights puzzle,Solution: ‘Perfect Randomness’,Is nature inherently random or is perfect randomness just an illusion based on our ignorance?,randomness_statistical_physics,random;randomness,https://www.quantamagazine.org/math-puzzle-solution-perfect-randomness-20190927/,
2019-09-19,Computer Science,geophysics,Artificial Intelligence Takes On Earthquake Prediction,"After successfully predicting laboratory earthquakes, a team of geophysicists has applied a machine learning algorithm to quakes in the Pacific Northwest.",flow_transport_waves;ai_prediction_representation,artificial intelligence;earthquake;geophysics;machine learning;predict;prediction,https://www.quantamagazine.org/artificial-intelligence-takes-on-earthquake-prediction-20190919/,
2019-09-18,Biology,synthetic biology,Math Reveals the Secrets of Cells’ Feedback Circuitry,"Maintaining perfect stability through negative feedback is a basic element of electrical circuitry, but it’s been a mystery how cells could do it — until now.",collective_biological_systems,cell;cells,https://www.quantamagazine.org/math-reveals-the-secrets-of-cells-feedback-circuitry-20190918/,
2019-09-10,Biology,evolution,New Hybrid Species Remix Old Genes Creatively,Clues from fish diversity suggest that interbreeding between species could be a major mechanism of fast speciation.,collective_biological_systems,evolution,https://www.quantamagazine.org/new-hybrid-species-remix-old-genes-creatively-20190910/,
2019-09-09,Mathematics,Quantized Columns,Where Quantum Probability Comes From,There are many different ways to think about probability. Quantum mechanics embodies them all.,randomness_statistical_physics,probability,https://www.quantamagazine.org/where-quantum-probability-comes-from-20190909/,
2019-09-04,Biology,cell biology,Bacterial Clones Show Surprising Individuality,"Genetically identical bacteria should all be the same, but in fact, the cells are stubbornly varied individuals.",collective_biological_systems,bacteria;cell;cells,https://www.quantamagazine.org/bacterial-clones-show-surprising-individuality-20190904/,
2019-08-29,Biology,evolution,Fossil DNA Reveals New Twists in Modern Human Origins,"Modern humans and more ancient hominins interbred many times throughout Eurasia and Africa, and the genetic flow went both ways.",flow_transport_waves;collective_biological_systems,evolution;flow,https://www.quantamagazine.org/fossil-dna-reveals-new-twists-in-modern-human-origins-20190829/,
2019-08-27,Biology,ecology,Soil’s Microbial Market Shows the Ruthless Side of Forests,"In the “underground economy” for soil nutrients, fungi strike hard bargains and punish plants that won’t meet their price.",collective_biological_systems,ants;ecology;microbial,https://www.quantamagazine.org/soils-microbial-market-shows-the-ruthless-side-of-forests-20190827/,
2019-08-26,Computer Science,Q&A,The Anthropologist of Artificial Intelligence,Iyad Rahwan’s radical idea: The best way to understand algorithms is to observe their behavior in the wild.,ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/the-anthropologist-of-artificial-intelligence-20190826/,
2019-08-21,Mathematics,mathematical biology,A Mathematical Model Unlocks the Secrets of Vision,Mathematicians and neuroscientists have created the first anatomically accurate model that explains how vision is possible.,ai_prediction_representation,model,https://www.quantamagazine.org/a-mathematical-model-unlocks-the-secrets-of-vision-20190821/,
2019-08-20,Uncategorized,Insights puzzle,The Puzzling Search for Perfect Randomness,"Does objective, perfect randomness exist, or is randomness merely a product of our ignorance?",randomness_statistical_physics,random;randomness,https://www.quantamagazine.org/the-puzzling-search-for-perfect-randomness-20190820/,
2019-08-15,Physics,Abstractions blog,"To Make Two Black Holes Collide, Try Three",How do black holes merge and make gravitational waves? Maybe with a little help from their friends.,flow_transport_waves,wave;waves,https://www.quantamagazine.org/to-make-two-black-holes-collide-try-three-20190815/,
2019-08-12,Biology,developmental biology,"For Embryo’s Cells, Size Can Determine Fate",Modeling suggests that many embryonic cells commit to a developmental fate when they become too small to divide unevenly anymore.,collective_biological_systems;ai_prediction_representation,cell;cells;model,https://www.quantamagazine.org/for-embryos-cells-size-can-determine-fate-20190812/,
2019-08-05,Biology,botany,Unexpected ‘Germline’ Plant Cells May Shield New Generations,"To avoid passing on new mutations to offspring, plants may minimize the number of divisions by the stem cells that make flowers and seeds.",flow_transport_waves;collective_biological_systems,ants;cell;cells;flow,https://www.quantamagazine.org/unexpected-germline-plant-cells-may-shield-new-generations-20190805/,
2019-07-29,Uncategorized,Abstractions blog,Sun’s Puzzling Plasma Recreated in a Laboratory,"For the first time, researchers have created a scale model of the twisting loops of the sun’s magnetic field.",ai_prediction_representation,model,https://www.quantamagazine.org/suns-puzzling-plasma-recreated-in-a-laboratory-20190729/,
2019-07-26,Uncategorized,Insights puzzle,Solution: Magic Moiré in Twisted Graphene,Answering these simple questions can give you an intuitive feel for the geometric properties behind the emergence of superconductivity in rotated graphene sheets.,networks_graphs_connectivity;complex_systems_emergence,emergence;graph,https://www.quantamagazine.org/puzzle-solution-magic-moire-in-graphene-20190726/,
2019-07-24,Computer Science,Q&A,His Artificial Intelligence Sees Inside Living Cells,The computer vision scientist Greg Johnson is building systems that can recognize organelles on sight and show the dynamics of living cells more clearly than microscopy can.,collective_biological_systems;ai_prediction_representation,artificial intelligence;cell;cells,https://www.quantamagazine.org/his-artificial-intelligence-sees-inside-living-cells-20190724/,
2019-07-17,Biology,evolution,Scientists Debate the Origin of Cell Types in the First Animals,Theories about how animals became multicellular are shifting as researchers find greater complexity in our single-celled ancestors.,complex_systems_emergence;collective_biological_systems,cell;complex;complexity;evolution,https://www.quantamagazine.org/scientists-debate-the-origin-of-cell-types-in-the-first-animals-20190717/,
2019-07-10,Uncategorized,Abstractions blog,How Swarming Insects Act Like Fluids,"By studying a swarm of flying midges as though it were a fluid, physicists have learned how collective behaviors might stabilize a group against environmental disruptions.",flow_transport_waves;collective_biological_systems,collective;fluid;fluids;swarm,https://www.quantamagazine.org/how-swarming-insects-act-like-fluids-20190710/,
2019-07-09,Mathematics,Abstractions blog,How Randomness Can Make Math Easier,"Randomness would seem to make a mathematical statement harder to prove. In fact, it often does the opposite.",randomness_statistical_physics,random;randomness,https://www.quantamagazine.org/how-randomness-can-make-math-easier-20190709/,
2019-07-08,Biology,cell biology,"Cellular Life, Death and Everything in Between",The discovery that apparently dead cells can sometimes resurrect themselves has researchers exploring how far they can push the point of no return.,collective_biological_systems,cell;cells,https://www.quantamagazine.org/cellular-life-death-and-everything-in-between-20190708/,
2019-07-03,Physics,Abstractions blog,The Quantum Theory That Peels Away the Mystery of Measurement,A recent test has confirmed the predictions of quantum trajectory theory.,ai_prediction_representation,predict;prediction,https://www.quantamagazine.org/how-quantum-trajectory-theory-lets-physicists-understand-whats-going-on-during-wave-function-collapse-20190703/,
2019-07-02,Mathematics,geometry,Random Surfaces Hide an Intricate Order,Mathematicians have proved that a random process applied to a random surface will yield consistent patterns.,complex_systems_emergence;randomness_statistical_physics,order;random,https://www.quantamagazine.org/random-surfaces-hide-an-intricate-order-20190702/,
2019-07-01,Computer Science,artificial intelligence,"Where We See Shapes, AI Sees Textures","To researchers’ surprise, deep learning vision algorithms often fail at classifying images because they mostly take cues from textures, not shapes.",ai_prediction_representation,artificial intelligence,https://www.quantamagazine.org/where-we-see-shapes-ai-sees-textures-20190701/,
2019-06-25,Physics,Abstractions blog,Philosophers Debate New ‘Sonic Black Hole’ Discovery,Opinions differ about what recent measurements of a sound-trapping fluid reveal about light-trapping black holes.,flow_transport_waves,fluid,https://www.quantamagazine.org/philosophers-debate-new-sonic-black-hole-discovery-20190625/,
2019-06-24,Biology,taxonomy,What’s in a Name? Taxonomy Problems Vex Biologists,Researchers struggle to incorporate ongoing evolutionary discoveries into an animal classification scheme older than Darwin.,collective_biological_systems,evolution,https://www.quantamagazine.org/phyla-and-other-flawed-taxonomic-categories-vex-biologists-20190624/,
2019-06-20,Uncategorized,Insights puzzle,"When Magic Is Seen in Twisted Graphene, That’s a Moiré","What do moiré patterns seen in optics, art, photography and color printing have to do with superconducting layers of graphene?",networks_graphs_connectivity,graph,https://www.quantamagazine.org/when-magic-is-seen-in-twisted-graphene-thats-a-moire-20190620/,
2019-06-19,Physics,quantum information theory,How to Turn a Quantum Computer Into the Ultimate Randomness Generator,"Pure, verifiable randomness is hard to come by. Two proposals show how to make quantum computers into randomness factories.",randomness_statistical_physics,random;randomness,https://www.quantamagazine.org/how-to-turn-a-quantum-computer-into-the-ultimate-randomness-generator-20190619/,
2019-06-17,Mathematics,graph theory,A 53-Year-Old Network Coloring Conjecture Is Disproved,"In just three pages, a Russian mathematician has presented a better way to color certain types of networks than many experts thought possible.",networks_graphs_connectivity,graph;network;networks,https://www.quantamagazine.org/mathematician-disproves-hedetniemis-graph-theory-conjecture-20190617/,
2019-06-12,Biology,cell biology,Bacterial Complexity Revises Ideas About ‘Which Came First?’,"Contrary to popular belief, bacteria have organelles too. Scientists are now studying them for insights into how complex cells evolved.",complex_systems_emergence;collective_biological_systems,bacteria;cell;cells;complex;complexity,https://www.quantamagazine.org/bacterial-organelles-revise-ideas-about-which-came-first-20190612/,
2019-06-11,Uncategorized,Abstractions blog,A Close Look at Newborn Planets Reveals Hints of Infant Moons,Astronomers have discovered a complex planetary system still swirling into existence.,complex_systems_emergence,complex,https://www.quantamagazine.org/a-close-look-at-newborn-planets-reveals-hints-of-infant-moons-20190611/,
2019-06-10,Biology,Abstractions blog,Do Brains Operate at a Tipping Point? New Clues and Complications,New experimental results simultaneously advance and challenge the theory that the brain’s network of neurons balances on the knife-edge between two phases.,networks_graphs_connectivity;complex_systems_emergence,network;tipping,https://www.quantamagazine.org/do-brains-operate-at-a-tipping-point-new-clues-and-complications-20190610/,
2019-06-03,Biology,Abstractions blog,Immune Cells Measure Time to Identify Foreign Proteins,Immunologists confirm an old hunch: T-cells identify what belongs in the body by timing how long they can bind to it.,collective_biological_systems,cell;cells,https://www.quantamagazine.org/immune-cells-measure-time-to-identify-foreign-proteins-20190603/,
2019-05-28,Uncategorized,Abstractions blog,What’s the Magic Behind Graphene’s ‘Magic’ Angle?,"A new theoretical model may help explain the shocking onset of superconductivity in stacked, twisted carbon sheets.",networks_graphs_connectivity;ai_prediction_representation,graph;model,https://www.quantamagazine.org/whats-the-magic-behind-graphenes-magic-angle-20190528/,
2019-05-22,Mathematics,Quantized Academy,"How Geometry, Data and Neighbors Predict Your Favorite Movies",A little high school geometry can help you understand the basic math behind movie recommendation engines.,ai_prediction_representation,predict,https://www.quantamagazine.org/how-geometry-data-and-neighbors-predict-your-favorite-movies-20190522/,
2019-05-21,Biology,viruses,Viruses Can Scatter Their Genes Among Cells and Reassemble,Some viruses can replicate without infecting any one cell with all their genes.,collective_biological_systems,cell;cells,https://www.quantamagazine.org/viruses-can-scatter-their-genes-among-cells-and-reassemble-20190521/,
2019-05-16,Uncategorized,Abstractions blog,"As Planet Discoveries Pile Up, a Gap Appears in the Pattern",Astronomers are puzzling over a paucity of planets in the galaxy measuring between 1.5 and two times Earth's size.,human_social_mobility_proxy,city,https://www.quantamagazine.org/as-planet-discoveries-pile-up-a-gap-appears-in-the-pattern-20190516/,
2019-05-15,Biology,Q&A,"In Ecology Studies and Selfless Ants, He Finds Hope for the Future","For more than six decades, the influential biologist Edward O. Wilson has drawn connections between evolution, ecology and behavior, often sparking controversies inside and outside of science.",networks_graphs_connectivity;collective_biological_systems,ants;connect;ecology;evolution,https://www.quantamagazine.org/edward-o-wilson-finds-hope-in-selfless-ants-and-ecology-studies-20190515/,
2019-05-14,Physics,In Theory,How Feynman Diagrams Revolutionized Physics,"In the late 1940s, Richard Feynman invented a visual tool for simplifying particle calculations that forever changed theoretical physics.",collective_biological_systems,evolution,https://www.quantamagazine.org/how-feynman-diagrams-revolutionized-physics-20190514/,
2019-05-06,Mathematics,mathematical physics,Universal Pattern Explains Why Materials Conduct,Mathematicians have found that materials conduct electricity when electrons follow a universal mathematical pattern.,human_social_mobility_proxy,city,https://www.quantamagazine.org/universal-pattern-explains-why-materials-conduct-20190506/,
2019-05-02,Biology,neuroscience,Brains Speed Up Perception by Guessing What’s Next,Your expectations shape and quicken your perceptions. A new model that explains how that happens also suggests it’s time to update theories about sensory perception and decision making.,ai_prediction_representation,model,https://www.quantamagazine.org/brains-speed-up-perception-by-guessing-whats-next-20190502/,
2019-04-30,Physics,quantum physics,"With a Simple Twist, a ‘Magic’ Material Is Now the Big Thing in Physics","The stunning emergence of a new type of superconductivity with the mere twist of a carbon sheet has left physicists giddy, and its discoverer nearly overwhelmed.",complex_systems_emergence,emergence,https://www.quantamagazine.org/how-twisted-graphene-became-the-big-thing-in-physics-20190430/,
2019-04-25,Biology,Abstractions blog,"Scientists Discover Nearly 200,000 Kinds of Ocean Viruses",New work raises the estimated diversity of viruses in the seas more than twelvefold and lays the groundwork for a better understanding of their impact on global nutrient cycles.,flow_transport_waves,ocean,https://www.quantamagazine.org/scientists-discover-nearly-200000-kinds-of-ocean-viruses-20190425/,
2019-04-23,Biology,genomics,New Turmoil Over Predicting the Effects of Genes,Promising efforts at disentangling the effects of genes and the environment on complicated traits may have been confounded by statistical problems.,ai_prediction_representation,predict,https://www.quantamagazine.org/new-turmoil-over-predicting-the-effects-of-genes-20190423/,
2019-04-22,Biology,evolution,Icefish Study Adds Another Color to the Story of Blood,The rainbow of pigments that animals use for blood illustrates a central truth of evolution.,collective_biological_systems,evolution,https://www.quantamagazine.org/icefish-study-adds-another-color-to-the-story-of-blood-20190422/,
2019-04-18,Biology,Q&A,The Astronomer Who’d Rather Build Space Cameras,Jim Gunn shaped the theory of the evolution of the cosmos before building cameras and spectrographs for major observatories like the Hubble Space Telescope.,networks_graphs_connectivity;collective_biological_systems,evolution;graph;graphs,https://www.quantamagazine.org/jim-gunn-the-astronomer-whod-rather-build-space-cameras-20190418/,
2019-04-16,Biology,ecology,"Heat-Loving Microbes, Once Dormant, Thrive Over Decades-Old Fire","In harsh ecosystems around the world, microbiologists are finding evidence that “microbial seed banks” protect biodiversity from changing conditions.",collective_biological_systems,ecology;microbial,https://www.quantamagazine.org/heat-loving-microbes-once-dormant-thrive-over-decades-old-fire-20190416/,
2019-04-10,Physics,Quantized Columns,What the Sight of a Black Hole Means to a Black Hole Physicist,"The astrophysicist Janna Levin reflects on the newly unveiled, first-ever photograph of a black hole.",networks_graphs_connectivity,graph,https://www.quantamagazine.org/what-the-sight-of-a-black-hole-means-to-a-black-hole-physicist-20190410/,
2019-04-09,Biology,evolution,Researchers Rethink the Ancestry of Complex Cells,New studies revise ideas about the symbiosis that gave mitochondria to cells and about whether the last common ancestor of all eukaryotes was one cell or many.,complex_systems_emergence;collective_biological_systems,cell;cells;complex;evolution,https://www.quantamagazine.org/researchers-rethink-the-ancestry-of-complex-cells-20190409/,
2019-04-04,Uncategorized,patterns,Scientists Discover Exotic New Patterns of Synchronization,"In a world seemingly filled with chaos, physicists have discovered new forms of synchronization and are learning how to predict and control them.",ai_prediction_representation,predict,https://www.quantamagazine.org/physicists-discover-exotic-patterns-of-synchronization-20190404/,
2019-04-02,Computer Science,computer security,Cryptography That Is Provably Secure,Researchers have just released hacker-proof cryptographic code — programs with the same level of invincibility as a mathematical proof.,networks_graphs_connectivity,graph,https://www.quantamagazine.org/how-the-evercrypt-library-creates-hacker-proof-cryptography-20190402/,
2019-03-27,Mathematics,dynamical systems,Proof Finds That All Change Is a Mix of Order and Randomness,"All descriptions of change are a unique blend of chance and determinism, according to the sweeping mathematical proof of the “weak Pinsker conjecture.”",complex_systems_emergence;randomness_statistical_physics,order;random;randomness,https://www.quantamagazine.org/math-proof-finds-all-change-is-mix-of-order-and-randomness-20190327/,
2019-03-22,Uncategorized,Insights puzzle,Solution: ‘How to Find Simple Treasures in Complex Numbers’,Puzzle solvers used “imaginary” numbers to solve a real world problem: finding long-lost treasure.,complex_systems_emergence,complex,https://www.quantamagazine.org/puzzle-solution-simple-math-in-complex-numbers-20190322/,
2019-03-21,Uncategorized,Q&A,She Finds Clues to Future Sustainability in Old Food Webs,"By reconstructing prehistoric food webs and analyzing the diverse interactions of humans with other species, the ecologist Jennifer Dunne is developing a new understanding of sustainability through network science.",networks_graphs_connectivity,network,https://www.quantamagazine.org/with-food-webs-jennifer-dunne-puts-humans-back-into-ecology-20190321/,
2019-03-20,Physics,quantum physics,Quantum Machine Appears to Defy Universe’s Push for Disorder,One of the first quantum simulators has produced a puzzling phenomenon: a row of atoms that repeatedly pops back into place.,complex_systems_emergence,disorder;order,https://www.quantamagazine.org/quantum-scarring-appears-to-defy-universes-push-for-disorder-20190320/,
